customer_id,total_transactions,purchase_count,days_as_customer,days_since_last_purchase,total_spent
CUST-ACT-07528,43,43,497,5,27868.33
CUST-ACT-07529,17,17,434,98,30578.07
CUST-ACT-07530,32,32,683,149,18420.07
CUST-ACT-07531,146,146,258,48,44981.77
CUST-ACT-07532,83,83,828,50,52464.49
CUST-ACT-07533,116,116,483,104,67458.51
CUST-ACT-07534,1,1,288,160,65056.04
CUST-ACT-07535,109,109,788,171,33935.83
CUST-ACT-07536,99,99,55,119,51891.07
CUST-ACT-07537,38,38,318,53,28838.59
CUST-ACT-07538,51,51,789,6,60953.15
CUST-ACT-07539,135,135,397,87,70917.14
CUST-ACT-07540,37,37,566,102,61731.51
CUST-ACT-07541,8,8,66,119,8942.07
CUST-ACT-07542,114,114,988,163,68209.49
CUST-ACT-07543,37,37,968,122,3754.46
CUST-ACT-07544,116,116,955,41,31593.79
CUST-ACT-07545,79,79,250,124,40908.49
CUST-ACT-07546,27,27,958,93,40951.38
CUST-ACT-07547,110,110,850,132,12321.98
CUST-ACT-07548,136,136,177,110,67675.76
CUST-ACT-07549,71,71,982,2,65581.44
CUST-ACT-07550,120,120,423,96,33427.16
CUST-ACT-07551,96,96,778,74,24502.84
CUST-ACT-07552,147,147,981,81,38199.28
CUST-ACT-07553,29,29,567,127,35241.65
CUST-ACT-07554,113,113,568,44,18997.68
CUST-ACT-07555,43,43,571,87,17545.28
CUST-ACT-07556,32,32,676,83,30473.51
CUST-ACT-07557,128,128,296,31,7101.95
CUST-ACT-07558,124,124,545,95,68919.29
CUST-ACT-07559,18,18,563,75,45350.99
CUST-ACT-07560,20,20,459,90,5782.9
CUST-ACT-07561,77,77,846,96,72612.14
CUST-ACT-07562,27,27,734,40,71616.39
CUST-ACT-07563,99,99,882,23,7000.92
CUST-ACT-07564,109,109,416,130,14264.96
CUST-ACT-07565,109,109,714,57,45283.06
CUST-ACT-07566,96,96,557,38,52821.64
CUST-ACT-07567,12,12,180,24,33369.87
CUST-ACT-07568,62,62,971,163,69902.8
CUST-ACT-07569,111,111,848,167,16059.17
CUST-ACT-07570,17,17,376,51,72465.1
CUST-ACT-07571,11,11,122,169,64131.76
CUST-ACT-07572,78,78,629,90,2037.98
CUST-ACT-07573,107,107,559,163,12205.95
CUST-ACT-07574,46,46,187,127,74836.75
CUST-ACT-07575,95,95,909,141,62545.49
CUST-ACT-07576,117,117,780,36,58540.16
CUST-ACT-07577,19,19,491,163,50129.82
CUST-ACT-07578,83,83,617,171,24668.87
CUST-ACT-07579,55,55,604,168,4892.78
CUST-ACT-07580,48,48,942,15,14675.61
CUST-ACT-07581,127,127,344,107,43777.2
CUST-ACT-07582,122,122,823,160,24787.83
CUST-ACT-07583,123,123,44,159,14463.49
CUST-ACT-07584,13,13,551,179,1676.2
CUST-ACT-07585,117,117,726,84,29863.1
CUST-ACT-07586,33,33,150,39,48549.95
CUST-ACT-07587,94,94,99,34,65378.54
CUST-ACT-07588,98,98,478,160,45530.04
CUST-ACT-07589,9,9,448,168,2048.29
CUST-ACT-07590,70,70,229,24,3598.82
CUST-ACT-07591,149,149,541,65,4566.17
CUST-ACT-07592,6,6,745,18,31714.16
CUST-ACT-07593,114,114,427,36,4236.34
CUST-ACT-07594,107,107,426,57,47743.59
CUST-ACT-07595,47,47,112,60,5697.82
CUST-ACT-07596,137,137,408,41,31451.56
CUST-ACT-07597,42,42,823,44,16904.05
CUST-ACT-07598,67,67,551,78,46140.09
CUST-ACT-07599,125,125,567,69,10952.66
CUST-ACT-07600,45,45,62,127,25439.15
CUST-ACT-07601,35,35,983,163,68119.72
CUST-ACT-07602,123,123,966,61,55355.89
CUST-ACT-07603,30,30,390,30,59768.88
CUST-ACT-07604,98,98,41,71,17824.06
CUST-ACT-07605,10,10,319,16,36258.1
CUST-ACT-07606,137,137,199,13,36947.78
CUST-ACT-07607,100,100,480,120,69182.04
CUST-ACT-07608,27,27,300,149,58419.84
CUST-ACT-07609,18,18,635,79,40680.61
CUST-ACT-07610,87,87,594,99,63572.86
CUST-ACT-07611,120,120,222,178,58117.01
CUST-ACT-07612,19,19,373,170,40593.98
CUST-ACT-07613,145,145,179,15,20041.93
CUST-ACT-07614,13,13,364,59,1064.23
CUST-ACT-07615,131,131,145,23,55053.29
CUST-ACT-07616,96,96,736,163,58036.95
CUST-ACT-07617,5,5,429,128,24953.69
CUST-ACT-07618,126,126,465,77,6780.13
CUST-ACT-07619,5,5,332,2,3367.8
CUST-ACT-07620,42,42,830,130,47582.47
CUST-ACT-07621,12,12,101,74,25331.94
CUST-ACT-07622,108,108,266,153,26070.28
CUST-ACT-07623,36,36,193,93,65745.16
CUST-ACT-07624,33,33,42,82,44645.18
CUST-ACT-07625,129,129,893,59,71457.29
CUST-ACT-07626,135,135,529,150,34837.84
CUST-ACT-07627,111,111,192,135,69305.28
CUST-ACT-07628,9,9,986,160,56271.98
CUST-ACT-07629,14,14,125,10,56506.25
CUST-ACT-07630,21,21,619,117,56922.27
CUST-ACT-07631,10,10,650,100,45259.77
CUST-ACT-07632,99,99,86,140,71631.35
CUST-ACT-07633,13,13,216,98,64020.86
CUST-ACT-07634,103,103,950,111,4767.07
CUST-ACT-07635,24,24,545,150,28778.23
CUST-ACT-07636,108,108,748,98,23334.27
CUST-ACT-07637,63,63,395,83,43655.21
CUST-ACT-07638,92,92,626,104,31512.4
CUST-ACT-07639,45,45,433,131,11465.26
CUST-ACT-07640,2,2,150,83,52603.52
CUST-ACT-07641,143,143,147,85,56198.66
CUST-ACT-07642,32,32,196,35,51628.56
CUST-ACT-07643,68,68,200,87,44366.65
CUST-ACT-07644,65,65,530,21,30954.31
CUST-ACT-07645,62,62,642,99,17062.26
CUST-ACT-07646,31,31,476,36,22052.65
CUST-ACT-07647,96,96,228,35,25809.08
CUST-ACT-07648,142,142,855,56,31270.71
CUST-ACT-07649,29,29,568,178,40279.44
CUST-ACT-07650,100,100,867,140,2537.75
CUST-ACT-07651,94,94,704,65,64193.29
CUST-ACT-07652,88,88,760,142,63697.38
CUST-ACT-07653,22,22,277,127,20466.45
CUST-ACT-07654,49,49,734,161,64453.32
CUST-ACT-07655,12,12,187,112,5444.14
CUST-ACT-07656,82,82,385,1,40171.57
CUST-ACT-07657,10,10,414,53,10188.3
CUST-ACT-07658,77,77,716,26,46195.61
CUST-ACT-07659,4,4,367,40,30252.29
CUST-ACT-07660,131,131,794,33,30527.97
CUST-ACT-07661,103,103,382,37,10430.28
CUST-ACT-07662,30,30,197,70,7413.03
CUST-ACT-07663,119,119,827,116,60782.52
CUST-ACT-07664,70,70,350,128,71816.89
CUST-ACT-07665,15,15,545,1,33185.22
CUST-ACT-07666,134,134,317,48,33519.99
CUST-ACT-07667,148,148,672,105,8463.54
CUST-ACT-07668,20,20,717,5,2955.33
CUST-ACT-07669,72,72,590,35,47887.41
CUST-ACT-07670,71,71,828,60,53436.02
CUST-ACT-07671,90,90,495,141,15534.97
CUST-ACT-07672,18,18,332,70,17179.5
CUST-ACT-07673,149,149,726,85,5979.61
CUST-ACT-07674,138,138,240,12,66272.47
CUST-ACT-07675,85,85,833,164,28157.24
CUST-ACT-07676,40,40,826,5,64422.58
CUST-ACT-07677,72,72,68,169,59441.25
CUST-ACT-07678,10,10,208,137,65392.13
CUST-ACT-07679,92,92,769,52,48258.99
CUST-ACT-07680,22,22,67,107,22448.68
CUST-ACT-07681,50,50,927,58,7715.37
CUST-ACT-07682,134,134,92,175,70016.6
CUST-ACT-07683,123,123,181,110,47376.38
CUST-ACT-07684,6,6,236,142,39119.17
CUST-ACT-07685,136,136,688,45,15127.37
CUST-ACT-07686,63,63,672,7,25930.96
CUST-ACT-07687,79,79,414,55,17693.05
CUST-ACT-07688,70,70,336,92,65970.7
CUST-ACT-07689,132,132,786,176,60553.98
CUST-ACT-07690,136,136,537,62,50787.06
CUST-ACT-07691,64,64,824,136,8355.52
CUST-ACT-07692,134,134,543,174,54279.09
CUST-ACT-07693,59,59,635,118,60391.35
CUST-ACT-07694,27,27,189,149,3842.01
CUST-ACT-07695,32,32,658,124,73748.12
CUST-ACT-07696,87,87,111,69,34937.3
CUST-ACT-07697,107,107,802,7,22266.82
CUST-ACT-07698,14,14,70,67,25339.61
CUST-ACT-07699,41,41,234,85,40683.9
CUST-ACT-07700,132,132,733,85,12538.32
CUST-ACT-07701,117,117,260,157,32838.26
CUST-ACT-07702,38,38,215,105,43129.37
CUST-ACT-07703,81,81,981,103,45729.67
CUST-ACT-07704,12,12,338,83,54989.54
CUST-ACT-07705,8,8,109,68,24513.36
CUST-ACT-07706,87,87,418,105,8989.45
CUST-ACT-07707,47,47,700,9,24501.93
CUST-ACT-07708,4,4,951,131,46682.3
CUST-ACT-07709,8,8,69,101,69430.44
CUST-ACT-07710,105,105,77,21,28365.66
CUST-ACT-07711,97,97,292,166,27938.75
CUST-ACT-07712,131,131,535,81,8024.93
CUST-ACT-07713,4,4,668,75,9337.53
CUST-ACT-07714,70,70,830,35,69783.1
CUST-ACT-07715,108,108,137,78,65698.93
CUST-ACT-07716,144,144,416,127,36493.48
CUST-ACT-07717,19,19,289,12,38623.47
CUST-ACT-07718,125,125,272,19,26482.5
CUST-ACT-07719,122,122,932,71,32022.26
CUST-ACT-07720,43,43,838,140,43115.1
CUST-ACT-07721,48,48,513,114,62860.19
CUST-ACT-07722,25,25,333,53,7815.37
CUST-ACT-07723,4,4,465,103,21394.54
CUST-ACT-07724,84,84,651,108,31671.86
CUST-ACT-07725,22,22,399,53,59751.66
CUST-ACT-07726,15,15,67,140,9360.54
CUST-ACT-07727,65,65,908,168,4670.3
CUST-ACT-07728,124,124,175,102,38476.7
CUST-ACT-07729,51,51,914,130,47998.72
CUST-ACT-07730,140,140,258,113,43033.04
CUST-ACT-07731,113,113,576,111,18825.2
CUST-ACT-07732,76,76,275,110,72815.42
CUST-ACT-07733,18,18,307,129,42768.53
CUST-ACT-07734,53,53,883,143,68446.59
CUST-ACT-07735,148,148,509,102,67443.12
CUST-ACT-07736,44,44,625,7,66573.69
CUST-ACT-07737,38,38,71,155,3927.21
CUST-ACT-07738,74,74,226,145,26875.89
CUST-ACT-07739,92,92,779,123,21080.42
CUST-ACT-07740,147,147,874,157,13638.12
CUST-ACT-07741,57,57,658,169,56716.15
CUST-ACT-07742,38,38,528,86,6672.87
CUST-ACT-07743,143,143,395,84,28476.93
CUST-ACT-07744,62,62,837,37,27736.35
CUST-ACT-07745,33,33,982,128,4568.6
CUST-ACT-07746,147,147,420,106,54529.24
CUST-ACT-07747,30,30,584,92,42157.08
CUST-ACT-07748,134,134,990,35,41580.58
CUST-ACT-07749,34,34,736,91,70477.94
CUST-ACT-07750,123,123,948,98,32432.74
CUST-ACT-07751,21,21,83,59,51263.9
CUST-ACT-07752,12,12,129,155,41279.28
CUST-ACT-07753,6,6,853,105,29818.41
CUST-ACT-07754,73,73,642,151,68456.64
CUST-ACT-07755,82,82,580,2,47828.34
CUST-ACT-07756,98,98,208,175,36243.74
CUST-ACT-07757,56,56,792,90,28202.17
CUST-ACT-07758,115,115,242,63,6065.53
CUST-ACT-07759,48,48,867,38,54998.53
CUST-ACT-07760,140,140,692,26,5800.8
CUST-ACT-07761,2,2,739,53,10723.31
CUST-ACT-07762,83,83,283,99,65768.54
CUST-ACT-07763,25,25,447,68,10960.88
CUST-ACT-07764,131,131,443,54,37648.51
CUST-ACT-07765,92,92,776,66,30995.31
CUST-ACT-07766,145,145,582,26,45300.95
CUST-ACT-07767,63,63,525,64,12049.84
CUST-ACT-07768,133,133,935,60,63341.04
CUST-ACT-07769,104,104,763,103,2004.88
CUST-ACT-07770,75,75,363,149,24602.42
CUST-ACT-07771,65,65,162,95,45192.3
CUST-ACT-07772,39,39,997,100,3438.14
CUST-ACT-07773,77,77,805,149,48489.3
CUST-ACT-07774,107,107,884,73,5084.33
CUST-ACT-07775,89,89,867,95,38844.6
CUST-ACT-07776,109,109,264,98,27679.6
CUST-ACT-07777,75,75,618,126,19885.75
CUST-ACT-07778,13,13,584,157,11543.02
CUST-ACT-07779,83,83,773,167,48496.63
CUST-ACT-07780,110,110,188,178,23971.33
CUST-ACT-07781,50,50,881,17,16832.78
CUST-ACT-07782,145,145,71,119,52242.09
CUST-ACT-07783,121,121,133,81,38469.23
CUST-ACT-07784,21,21,665,43,72623.65
CUST-ACT-07785,71,71,138,34,51728.96
CUST-ACT-07786,101,101,906,76,54483.95
CUST-ACT-07787,28,28,33,91,67328.18
CUST-ACT-07788,20,20,317,69,35177.36
CUST-ACT-07789,131,131,253,72,74891.07
CUST-ACT-07790,88,88,375,128,22279.4
CUST-ACT-07791,18,18,58,10,35831.03
CUST-ACT-07792,127,127,378,29,70456.74
CUST-ACT-07793,69,69,952,153,63243.46
CUST-ACT-07794,41,41,248,97,17550.49
CUST-ACT-07795,93,93,988,137,59485.45
CUST-ACT-07796,125,125,864,101,37899.96
CUST-ACT-07797,97,97,397,134,71002.88
CUST-ACT-07798,63,63,564,41,55755.69
CUST-ACT-07799,23,23,253,151,30436.6
CUST-ACT-07800,133,133,233,29,53639.28
CUST-ACT-07801,146,146,94,149,63321.91
CUST-ACT-07802,84,84,881,2,70619.59
CUST-ACT-07803,135,135,890,28,71856.7
CUST-ACT-07804,53,53,151,41,43111.54
CUST-ACT-07805,39,39,939,176,70461.14
CUST-ACT-07806,18,18,101,18,49303.97
CUST-ACT-07807,55,55,405,24,15852.36
CUST-ACT-07808,76,76,887,161,47611.21
CUST-ACT-07809,127,127,706,123,25352.49
CUST-ACT-07810,110,110,617,18,66259.46
CUST-ACT-07811,131,131,667,2,28919.68
CUST-ACT-07812,63,63,567,140,17161.98
CUST-ACT-07813,101,101,744,61,74919.81
CUST-ACT-07814,56,56,357,145,56112.74
CUST-ACT-07815,123,123,573,76,18918.56
CUST-ACT-07816,127,127,653,36,60297.63
CUST-ACT-07817,115,115,920,144,59845.07
CUST-ACT-07818,40,40,764,119,7024.2
CUST-ACT-07819,138,138,238,85,31790.12
CUST-ACT-07820,135,135,565,170,74350.19
CUST-ACT-07821,29,29,307,60,22180.39
CUST-ACT-07822,97,97,917,64,67766.75
CUST-ACT-07823,138,138,687,59,47380.87
CUST-ACT-07824,82,82,468,27,43926.19
CUST-ACT-07825,57,57,179,130,56506.19
CUST-ACT-07826,140,140,216,87,35213.62
CUST-ACT-07827,115,115,630,39,58091.75
CUST-ACT-07828,67,67,918,178,35136.16
CUST-ACT-07829,38,38,758,18,20438.44
CUST-ACT-07830,23,23,589,130,43210.75
CUST-ACT-07831,84,84,333,169,36731.09
CUST-ACT-07832,141,141,382,160,3949.47
CUST-ACT-07833,5,5,918,173,16785.58
CUST-ACT-07834,36,36,214,169,28503.61
CUST-ACT-07835,133,133,272,54,66875.81
CUST-ACT-07836,38,38,647,156,13685.76
CUST-ACT-07837,130,130,781,128,15151.36
CUST-ACT-07838,53,53,720,90,17206.67
CUST-ACT-07839,13,13,640,5,7150.71
CUST-ACT-07840,37,37,145,153,61132.64
CUST-ACT-07841,145,145,555,178,19859.03
CUST-ACT-07842,137,137,44,61,28194.91
CUST-ACT-07843,132,132,961,16,50972.48
CUST-ACT-07844,51,51,569,172,62071.66
CUST-ACT-07845,94,94,192,1,53926.01
CUST-ACT-07846,97,97,396,130,9175.16
CUST-ACT-07847,131,131,306,1,15685.59
CUST-ACT-07848,26,26,556,103,8139.9
CUST-ACT-07849,27,27,812,173,21732.87
CUST-ACT-07850,55,55,978,131,25817.81
CUST-ACT-07851,119,119,473,63,16520.05
CUST-ACT-07852,115,115,359,41,74613.34
CUST-ACT-07853,45,45,332,64,33006.12
CUST-ACT-07854,46,46,461,14,39243.35
CUST-ACT-07855,21,21,239,64,37572.27
CUST-ACT-07856,43,43,816,99,3710.99
CUST-ACT-07857,127,127,813,68,52710.1
CUST-ACT-07858,138,138,722,37,50791.27
CUST-ACT-07859,87,87,893,161,74957.83
CUST-ACT-07860,114,114,182,50,19020.23
CUST-ACT-07861,31,31,529,132,4130.72
CUST-ACT-07862,81,81,938,59,7409.35
CUST-ACT-07863,48,48,629,56,28793.64
CUST-ACT-07864,23,23,940,157,20504.59
CUST-ACT-07865,125,125,137,60,50114.63
CUST-ACT-07866,93,93,765,101,15036.49
CUST-ACT-07867,8,8,432,179,19102.88
CUST-ACT-07868,70,70,130,18,66198.57
CUST-ACT-07869,94,94,323,163,52899.84
CUST-ACT-07870,57,57,728,92,19512.87
CUST-ACT-07871,8,8,822,4,40636.29
CUST-ACT-07872,83,83,957,42,31484.99
CUST-ACT-07873,125,125,196,56,63795.31
CUST-ACT-07874,78,78,389,52,3103.69
CUST-ACT-07875,55,55,853,22,28177.65
CUST-ACT-07876,114,114,626,73,10231.11
CUST-ACT-07877,107,107,134,5,66184.46
CUST-ACT-07878,119,119,947,177,3366.65
CUST-ACT-07879,5,5,642,176,41424.13
CUST-ACT-07880,105,105,296,140,51652.76
CUST-ACT-07881,28,28,201,162,28474.24
CUST-ACT-07882,88,88,205,19,6250.38
CUST-ACT-07883,119,119,732,111,6877.82
CUST-ACT-07884,44,44,43,159,31417.88
CUST-ACT-07885,14,14,267,61,5175.82
CUST-ACT-07886,115,115,595,33,37049.37
CUST-ACT-07887,102,102,577,132,24117.85
CUST-ACT-07888,63,63,729,42,15682.99
CUST-ACT-07889,124,124,419,116,8425.13
CUST-ACT-07890,108,108,49,142,29914.47
CUST-ACT-07891,38,38,196,74,32638.08
CUST-ACT-07892,21,21,47,111,59840.81
CUST-ACT-07893,68,68,190,36,15102.72
CUST-ACT-07894,100,100,851,100,20041.81
CUST-ACT-07895,149,149,503,99,54730.07
CUST-ACT-07896,119,119,997,21,24929.9
CUST-ACT-07897,42,42,964,38,72052.83
CUST-ACT-07898,70,70,391,132,16704.19
CUST-ACT-07899,54,54,373,172,27518.44
CUST-ACT-07900,66,66,205,170,60752.79
CUST-ACT-07901,51,51,644,87,957.68
CUST-ACT-07902,104,104,173,158,23838.69
CUST-ACT-07903,35,35,582,79,55856.72
CUST-ACT-07904,129,129,121,133,41686.24
CUST-ACT-07905,56,56,753,174,58137.72
CUST-ACT-07906,114,114,99,99,57275.19
CUST-ACT-07907,123,123,440,122,55650.65
CUST-ACT-07908,5,5,984,153,49314.38
CUST-ACT-07909,92,92,327,162,18043.03
CUST-ACT-07910,5,5,832,165,33427.49
CUST-ACT-07911,17,17,603,93,42906.88
CUST-ACT-07912,119,119,378,143,61709.2
CUST-ACT-07913,131,131,225,177,67458.51
CUST-ACT-07914,18,18,240,110,41834.47
CUST-ACT-07915,10,10,876,8,49187.11
CUST-ACT-07916,15,15,600,39,31485.66
CUST-ACT-07917,87,87,340,139,63849.77
CUST-ACT-07918,100,100,590,11,62464.93
CUST-ACT-07919,14,14,152,25,29375.98
CUST-ACT-07920,92,92,571,148,56246.09
CUST-ACT-07921,55,55,717,53,9893.98
CUST-ACT-07922,145,145,129,154,41331.79
CUST-ACT-07923,88,88,85,17,46010.55
CUST-ACT-07924,39,39,42,89,15065.61
CUST-ACT-07925,146,146,211,53,62638.6
CUST-ACT-07926,34,34,554,21,29913.72
CUST-ACT-07927,21,21,42,40,20032.04
CUST-ACT-07928,72,72,813,87,64257.16
CUST-ACT-07929,37,37,229,14,39255.9
CUST-ACT-07930,107,107,56,14,36838.38
CUST-ACT-07931,15,15,526,149,27325.43
CUST-ACT-07932,22,22,944,2,49199.14
CUST-ACT-07933,78,78,159,82,35206.72
CUST-ACT-07934,74,74,62,53,37270.7
CUST-ACT-07935,104,104,567,51,13394.68
CUST-ACT-07936,126,126,744,169,32566.76
CUST-ACT-07937,13,13,239,147,31224.2
CUST-ACT-07938,2,2,326,166,21175.75
CUST-ACT-07939,55,55,281,144,66283.57
CUST-ACT-07940,44,44,653,16,8094.29
CUST-ACT-07941,130,130,341,73,10958.53
CUST-ACT-07942,86,86,720,140,42945.01
CUST-ACT-07943,127,127,932,130,22059.54
CUST-ACT-07944,62,62,866,17,46611.69
CUST-ACT-07945,80,80,941,60,28905.99
CUST-ACT-07946,122,122,997,84,23818.8
CUST-ACT-07947,119,119,577,140,72784.78
CUST-ACT-07948,103,103,463,38,16106.62
CUST-ACT-07949,56,56,502,123,58452.95
CUST-ACT-07950,16,16,788,44,35813.08
CUST-ACT-07951,88,88,771,5,70346.58
CUST-ACT-07952,24,24,595,111,20611.53
CUST-ACT-07953,59,59,167,66,65319.8
CUST-ACT-07954,83,83,75,58,7802.75
CUST-ACT-07955,106,106,143,63,71350.29
CUST-ACT-07956,149,149,921,147,67513.81
CUST-ACT-07957,137,137,470,23,60166.31
CUST-ACT-07958,12,12,766,110,9633.4
CUST-ACT-07959,82,82,346,16,42127.54
CUST-ACT-07960,117,117,288,123,49051.54
CUST-ACT-07961,17,17,752,102,21721.78
CUST-ACT-07962,51,51,194,1,71681.04
CUST-ACT-07963,18,18,104,60,42581.61
CUST-ACT-07964,28,28,442,15,19217.52
CUST-ACT-07965,66,66,508,58,56376.32
CUST-ACT-07966,119,119,737,72,15472.54
CUST-ACT-07967,135,135,526,9,26190.09
CUST-ACT-07968,1,1,381,133,52865.71
CUST-ACT-07969,41,41,605,110,52231.37
CUST-ACT-07970,23,23,609,63,21183.92
CUST-ACT-07971,116,116,857,62,70412.07
CUST-ACT-07972,19,19,490,83,59156.93
CUST-ACT-07973,10,10,485,88,23060.57
CUST-ACT-07974,43,43,850,115,66344.34
CUST-ACT-07975,96,96,756,81,35276.22
CUST-ACT-07976,104,104,228,164,53660.79
CUST-ACT-07977,26,26,605,155,43310.05
CUST-ACT-07978,43,43,974,43,70016.13
CUST-ACT-07979,91,91,330,110,6309.16
CUST-ACT-07980,94,94,792,83,70260.34
CUST-ACT-07981,139,139,607,30,54339.27
CUST-ACT-07982,123,123,113,177,15575.9
CUST-ACT-07983,147,147,338,130,16085.14
CUST-ACT-07984,72,72,812,15,12051.0
CUST-ACT-07985,119,119,508,39,40455.51
CUST-ACT-07986,78,78,745,92,53311.03
CUST-ACT-07987,38,38,348,164,14816.57
CUST-ACT-07988,52,52,821,148,64488.62
CUST-ACT-07989,90,90,94,128,52735.52
CUST-ACT-07990,15,15,872,147,67739.21
CUST-ACT-07991,105,105,154,140,24004.65
CUST-ACT-07992,24,24,300,94,39771.34
CUST-ACT-07993,120,120,508,24,67580.78
CUST-ACT-07994,103,103,730,136,41959.13
CUST-ACT-07995,103,103,755,56,13137.75
CUST-ACT-07996,119,119,437,92,36211.99
CUST-ACT-07997,147,147,701,44,17377.89
CUST-ACT-07998,33,33,605,22,4490.98
CUST-ACT-07999,20,20,963,154,29489.99
CUST-ACT-08000,51,51,455,150,66831.61
CUST-ACT-08001,6,6,265,167,24035.54
CUST-ACT-08002,30,30,350,9,43663.02
CUST-ACT-08003,2,2,280,113,44426.24
CUST-ACT-08004,114,114,407,123,38867.0
CUST-ACT-08005,15,15,414,26,26151.02
CUST-ACT-08006,100,100,389,96,43584.95
CUST-ACT-08007,24,24,546,144,11820.6
CUST-ACT-08008,132,132,101,72,63948.61
CUST-ACT-08009,134,134,668,61,27716.08
CUST-ACT-08010,12,12,679,52,24113.28
CUST-ACT-08011,51,51,646,176,40213.89
CUST-ACT-08012,64,64,372,41,53708.0
CUST-ACT-08013,43,43,92,137,65771.15
CUST-ACT-08014,4,4,202,152,44185.04
CUST-ACT-08015,131,131,301,139,25204.19
CUST-ACT-08016,52,52,703,176,28558.29
CUST-ACT-08017,140,140,167,154,61964.55
CUST-ACT-08018,87,87,683,73,42120.49
CUST-ACT-08019,60,60,659,120,28191.85
CUST-ACT-08020,13,13,420,13,28671.07
CUST-ACT-08021,4,4,96,28,53246.27
CUST-ACT-08022,6,6,70,132,38087.37
CUST-ACT-08023,94,94,405,132,38046.8
CUST-ACT-08024,111,111,673,122,36366.64
CUST-ACT-08025,131,131,500,147,20232.28
CUST-ACT-08026,88,88,997,113,11469.71
CUST-ACT-08027,68,68,237,46,14714.03
CUST-ACT-08028,2,2,261,59,15802.11
CUST-ACT-08029,4,4,53,101,5611.69
CUST-ACT-08030,74,74,50,153,70288.65
CUST-ACT-08031,49,49,663,24,30998.92
CUST-ACT-08032,15,15,943,4,15127.73
CUST-ACT-08033,103,103,111,89,71490.01
CUST-ACT-08034,111,111,252,176,916.06
CUST-ACT-08035,23,23,67,176,73361.57
CUST-ACT-08036,146,146,366,67,49807.36
CUST-ACT-08037,97,97,318,97,40878.75
CUST-ACT-08038,101,101,707,6,53126.93
CUST-ACT-08039,3,3,231,94,21163.7
CUST-ACT-08040,52,52,354,98,5081.12
CUST-ACT-08041,69,69,590,177,9557.76
CUST-ACT-08042,68,68,258,52,34477.17
CUST-ACT-08043,31,31,500,114,25858.77
CUST-ACT-08044,146,146,688,32,41289.71
CUST-ACT-08045,138,138,699,127,67718.04
CUST-ACT-08046,82,82,544,87,49759.94
CUST-ACT-08047,112,112,932,134,57202.3
CUST-ACT-08048,79,79,147,27,73017.05
CUST-ACT-08049,56,56,964,60,71419.05
CUST-ACT-08050,74,74,306,57,23207.13
CUST-ACT-08051,106,106,324,92,17987.5
CUST-ACT-08052,94,94,834,146,52375.67
CUST-ACT-08053,71,71,457,98,29374.43
CUST-ACT-08054,100,100,470,2,46635.95
CUST-ACT-08055,3,3,360,12,9778.74
CUST-ACT-08056,92,92,170,42,26970.45
CUST-ACT-08057,134,134,723,78,58846.68
CUST-ACT-08058,75,75,971,179,21959.44
CUST-ACT-08059,117,117,194,57,8237.77
CUST-ACT-08060,29,29,253,72,38917.27
CUST-ACT-08061,29,29,43,105,54038.99
CUST-ACT-08062,43,43,358,131,5287.41
CUST-ACT-08063,136,136,924,99,4174.77
CUST-ACT-08064,123,123,76,115,62333.18
CUST-ACT-08065,28,28,457,48,61581.55
CUST-ACT-08066,103,103,758,123,11935.49
CUST-ACT-08067,142,142,624,130,14982.79
CUST-ACT-08068,117,117,522,118,17692.15
CUST-ACT-08069,80,80,663,129,55219.64
CUST-ACT-08070,28,28,806,162,5233.54
CUST-ACT-08071,94,94,347,48,70874.13
CUST-ACT-08072,102,102,801,160,668.1
CUST-ACT-08073,44,44,961,84,35134.83
CUST-ACT-08074,6,6,326,161,71275.47
CUST-ACT-08075,45,45,216,149,50728.46
CUST-ACT-08076,29,29,953,66,13428.39
CUST-ACT-08077,75,75,531,19,32750.32
CUST-ACT-08078,143,143,176,148,12063.41
CUST-ACT-08079,129,129,547,10,54728.22
CUST-ACT-08080,49,49,424,62,73826.83
CUST-ACT-08081,44,44,909,22,29314.91
CUST-ACT-08082,114,114,212,35,68791.72
CUST-ACT-08083,113,113,828,133,43798.15
CUST-ACT-08084,111,111,397,159,59219.9
CUST-ACT-08085,69,69,178,83,67044.46
CUST-ACT-08086,65,65,485,8,29863.91
CUST-ACT-08087,83,83,543,135,66587.99
CUST-ACT-08088,61,61,794,51,40120.05
CUST-ACT-08089,1,1,308,161,37708.57
CUST-ACT-08090,20,20,881,97,38084.41
CUST-ACT-08091,102,102,78,88,8563.88
CUST-ACT-08092,63,63,395,25,8467.28
CUST-ACT-08093,63,63,804,135,7107.64
CUST-ACT-08094,7,7,509,116,50425.41
CUST-ACT-08095,86,86,825,59,51354.08
CUST-ACT-08096,123,123,622,159,4686.11
CUST-ACT-08097,7,7,393,129,6994.82
CUST-ACT-08098,53,53,703,167,72654.09
CUST-ACT-08099,99,99,288,68,27664.43
CUST-ACT-08100,41,41,802,33,64491.45
CUST-ACT-08101,76,76,398,135,4410.9
CUST-ACT-08102,17,17,878,168,36684.51
CUST-ACT-08103,137,137,283,8,71262.0
CUST-ACT-08104,61,61,470,79,54581.25
CUST-ACT-08105,8,8,200,24,32169.63
CUST-ACT-08106,53,53,132,57,42460.35
CUST-ACT-08107,30,30,986,100,6738.73
CUST-ACT-08108,142,142,760,125,59600.36
